sno,present,custom_number,name,author,publisher,publishing_year,price,categories,
5325,,5325,கலிங்கத்துப்பரணி,புலியூர்கேசிகன்,பாரி நிலையம்,1994,35.00,இலக்கியம்,
5326,,5326,குறுந்தொகை (தெளிவுரை),புலியூர்.கேசிகன்,பாரி நிலையம்,1978,12.00,இலக்கியம்,
5328,,5328,நளவெண்பா ,புலியூர்கேசிகன்,பாரி நிலையம்,1995,25.00,இலக்கியம்,
5333,,5333,இலக்கிய சோலை,மகாகவி பாரதியார்,வானவில் பிரசுரம்,1978,5.00,இலக்கியம்,
5334,,5334,பதிற்றுப் பத்து,மி.பொன்.ராமநாதசெட்டியார் ,அருணா பப்ளிகேசன்,1964,2.75,இலக்கியம்,
5335,,5335,தமிழ் வீரம்,மு.அப்துல்கரீம்,வானதி பதிப்பகம்,1994,32.00,இலக்கியம்,
5339,,5339,நல்லதமிழ் அறிவோம்   ,முத்துக்கன்னப்பன் ,கங்கை புத்தக நிலையம்,1996,25.00,இலக்கியம்,
5340,,5340,நல்லதமிழ் அறிவோம்   ,முத்துக்கன்னப்பன் ,கங்கை புத்தக நிலையம்,1996,25.00,இலக்கியம்,
5341,,5341,தஞ்சைவாணன் கோவை,மே.வீ.வேணுகோபால்,அப்பாதுரை பிள்ளை பதிப்பகம்,1951,3.00,இலக்கியம்,
5343,,5343,சீவகசிந்தாமணி,ரா.சீனிவாசன்,அணியகம்,1994,25.00,இலக்கியம்,
5344,,5344,தமிழ்ப் பாவியல்,ரா.சீனிவாசன்,அணியகம்,1980,12.00,இலக்கியம்,
5345,,5345,மொழியியல்,ரா.சீனிவாசன்,அணியகம்,1980,10.00,இலக்கியம்,
5348,,5348,புதுக் கவிதையின் தோற்றமும் வளர்ச்சியும்,வல்லிக்கண்ணன்,அகரம் பதிப்பகம்,1994,100.00,இலக்கியம்,
5350,,5350,பரவட்டும் தமிழிசை,வைகோ,ம.தி.மு.க மாநில மகளிரணி,2000,10.00,இலக்கியம்,
5351,,5351,சங்க இலக்கியம் (பாட்டும் தொகையும்),வையாபுரிபிள்ளை,பாரி நிலையம்,1967,12.00,இலக்கியம்,
5352,,5352,பாரதி பாடம் ,ஜெயகாந்தன் ,கலைஞன் பதிப்பகம்,1981,4.50,இலக்கியம்,
5353,,5353,ஐம்பெரும் காப்பியங்கள் - 1,ஸ்ரீசந்திரன் ,தமிழ் நிலையம்,1998,300.00,இலக்கியம்,
5354,,5354,ஐம்பெரும் காப்பியங்கள் - 2,ஸ்ரீசந்திரன் ,தமிழ் நிலையம்,1998,300.00,இலக்கியம்,
5355,,5355,ஐம்பெரும் காப்பியங்கள் - 3,ஸ்ரீசந்திரன் ,தமிழ் நிலையம்,1998,300.00,இலக்கியம்,
5356,,5356,ஐம்பெரும் காப்பியங்கள் - 4,ஸ்ரீசந்திரன் ,வர்த்தமானன் பதிப்பகம்,1998,100.00,இலக்கியம்,
5357,,5357,ஐம்பெரும் காப்பியங்கள் - 5,ஸ்ரீசந்திரன் ,தமிழ் நிலையம்,1998,100.00,இலக்கியம்,
5358,,5358,திருவிளையாடற் புராணம் - 1,ஸ்ரீசந்திரன் ,வர்த்தமானன் பதிப்பகம்,1998,500.00,இலக்கியம்,
5359,,5359,திருவிளையாடற் புராணம் - 2,ஸ்ரீசந்திரன் ,வர்த்தமானன் பதிப்பகம்,1998,500.00,இலக்கியம்,
5360,,5360,திருவிளையாடற் புராணம் - 3,ஸ்ரீசந்திரன் ,வர்த்தமானன் பதிப்பகம்,1998,500.00,இலக்கியம்,
5361,,5361,திருவிளையாடற் புராணம் - 4,ஸ்ரீசந்திரன் ,வர்த்தமானன் பதிப்பகம்,1998,500.00,இலக்கியம்,
5362,,5362,திருவிளையாடற் புராணம் - 5,ஸ்ரீசந்திரன் ,வர்த்தமானன் பதிப்பகம்,1998,500.00,இலக்கியம்,
5363,,5363,நாலடியார் தெளிவுரை,ஸ்ரீராமதேசிகன்,கங்கை புத்தக நிலையம்,1990,25.00,இலக்கியம்,
5364,,5364,ஐங்குறு நூறு,பொ.வே.சோமசுந்தரனார் உரை,தி.சை.சி.நூற்பதிப்புக் கழகம்,1972,,இலக்கியம்,
5367,,5367,அகநானூறு - 1,மாணிக்கனார் உரை,வர்த்தமானன் பதிப்பகம்,2000,,இலக்கியம்,
5368,,5368,அகநானூறு - 2,மாணிக்கனார் உரை,வர்த்தமானன் பதிப்பகம்,2000,,இலக்கியம்,
5369,,5369,அகநானூறு - 3,மாணிக்கனார் உரை,வர்த்தமானன் பதிப்பகம்,2001,,இலக்கியம்,
5373,,5373,பறை-2015,வேமு.பொதிய வெற்பன்,மணல்வீடு வெளியீடு,2015,150.00,இலக்கியம்,
5374,,5374,பின்நவீனத்துவம் என்றால் என்ன?,எம்.ஜி.சுரேஷ்,அடையாளம்,2009,100.00,கட்டுரைகள்,
5375,,5375,அற்றைத் திங்கள் அவ்வெண்ணிலவில்...,ந.முருகேசபாண்டியன்,நியூ செஞ்சுரி புக் ஹவுஸ்,2014,215.00,இலக்கியம்,
5376,,5376,சொலவடைகளும் சொன்னவர்களும்,ச.மாடசாமி,சூரியன் பதிப்பகம்,2015,200.00,இலக்கியம்,
5377,,5377,பதினெட்டு சித்தர்களின் முக்கிய பாடல்களும் விளக்கமும்,தமிழ்ப்ரியன்,நர்மதா,2018,250.00,இலக்கியம்,
5378,,5378,குடும்ப விளக்கு (பாவேந்தர் பாரதிதாசன்),பாவேந்தர்,நர்மதா,2015,100.00,கவிதைகள்,
5379,,5379,உரைநடைத் தமிழில் ஐம்பெரும் காப்பியங்கள்,எம்.நாராயண வேலுப்பிள்ளை,நர்மதா,2017,100.00,இலக்கியம்,
5381,,5381,சங்க இலக்கியம் வழங்கும் பத்துப்பாட்டு ,எம்.நாராயணவேலுப்பிள்ளை ,நர்மதா பதிப்பகம்,2016,70.00,இலக்கியம்,
5382,,5382,ராமானுஜ காவியம்,வாலி,வாலி பதிப்பகம்,2014,150.00,ஆன்மீகம்,
5383,,5383,தமிழாற்றுப்படை,வைரமுத்து,திருமகள்,,,கவிதைகள்,
5403,,5403,ம்யூச்சுவல்பண்ட்,ஆர்.வெங்கடேஷ்,கிழக்கு பதிப்பகம் ,2007,80.00,பொது அறிவு,
5404,,5404,விளம்பர யுத்திகள்,ஆர்தர்,கண்ணதாசன் பதிப்பகம் ,1993,12.00,தொழில்,
5405,,5405,ஐ.ஏ.எஸ். களஞ்சியம்,இ.சுசில் குமார்,அனுராதா ஏ​ஜென்சிஸ் ,2002,75.00,பொது அறிவு,
5406,,5406,வரிவரியாக சிரி ,இரா.பாலசுப்ரமணியம்,கிழக்கு பதிப்பகம் ,2005,80.00,பொது அறிவு,
5407,,5407,நம்மால் முடியும் தம்பிநம்பு,உதய மூர்த்தி,வானதி பதிப்பகம் ,1991,14.00,தொழில்,
5409,,5409,வீடியோ ​​கேஸட் ரெக்கார்டர் மெக்கானிசம்,எலக்ட்ரான்,பாலாஜி பப்ளிஷர்ஸ் ,1994,7.00,தொழில்,
5410,,5410,இன்போசிஸ் நாராயணமூர்த்தி ,என்.சொக்கன்,கிழக்கு பதிப்பகம் ,2007,70.00,வாழ்க்கை வரலாறு,
5411,,5411,அயல் சினிமா,எஸ்.ராமகிருஷ்ணன்,உயிர்​மை பதிப்பகம் ,2007,75.00,பொது அறிவு,
5412,,5412,எளியமுறையில் மோட்டார் சைக்கிள் பழுதுபார்ர்கும் முறைகள்,ஏ.கே.சேஷய்யா,மயிலவன் பதிப்பகம்,1989,10.50,தொழில்,
5414,,5414,எழுத்தச்சியல்  ,கலைமணி கல்வி டிரஸ்ட்,க​லைமணி கல்வி டிரஸ்ட் ,1984,,தொழில்,
5415,,5415,டேப்பை ரெக்கார்டர் மெக்கானிசம் ரிப்​பேர்ஸ்,கோவிந்தசாமி,​ஜெமினி இன்ஸ்டியூட் ஆப் இன்ஜினியரிங்,1983,20.00,தொழில்,
5416,,5416,தரமாக வாழுங்கள் (ISO 9001),சிபி.கே.சாலமன்,கிழக்கு பதிப்பகம் ,2007,70.00,பொது அறிவு,
5417,,5417,காம்plan பாய் ஆகலாமா ?,சிபி.கே.சாலமன்,கிழக்கு பதிப்பகம் ,2006,60.00,பொது அறிவு,
5418,,5418,ஸ்கிரீன் பிரிண்டிங் ,சிவ.சுப்பிரமணியம்,நர்மதா பதிப்பகம்,2000,25.00,தொழில்,
5419,,5419,விதையின் கதை ,ஞானவேல் ,​தோழி ​வெளியீடு ,2011,,வாழ்க்கை வரலாறு,
5420,,5420,235 நாற்காலி மாதிரிகள் ,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1990,20.00,தொழில்,
5421,,5421,265 வகையான வீடு ஷோகேஸ் மாதிரி ,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1994,20.00,தொழில்,
5422,,5422,எம்ப்ரோடாரி சித்திரத்​தையல் ,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1994,22.00,தொழில்,
5423,,5423,கட்டிட விரிசல்களை சரி செய்வது எப்படி ?,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1994,16.00,தொழில்,
5425,,5425,கம்ப்யூட்டர் மொழிகள்,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1992,15.00,தொழில்,
5426,,5426,"குடிநீர், கழிவுநீர் குழாய்க​ளை  அமைப்பது எப்படி ",தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1990,14.00,தொழில்,
5428,,5428,கைப்பந்து விளையாட கற்றுக்கொள்,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1994,11.50,தொழில்,
5429,,5429,சிக்கனமாக இருக்க சில வழிகள்,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1992,15.00,தொழில்,
5430,,5430,சுயமாக தொழில் தொடங்க வழிகள் ,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1990,20.00,தொழில்,
5431,,5431,தச்சு வேலை செய்வது எப்படி ?,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1994,18.00,தொழில்,
5433,,5433,நீங்களும் சொந்த வீடு கட்டலாம்,தமிழ்வாணன்,மணி​மேக​லை பதிப்பகம் ,1989,8.00,தொழில்,
5434,,5434,பாதுகாப்பாக வீடு கட்டுவது எப்படி ?,தமிழ்வாணன்,மணி​மேக​லை பதிப்பகம் ,1990,9.00,தொழில்,
5435,,5435,பிளாஸ்டிக் பொருட்கள் தயாரிப்பது எப்படி ?,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1993,16.50,தொழில்,
5436,,5436,புத்தகங்களை ​பைண்ட செய்வது எப்படி ?,தமிழ்வாணன்,மணி​மேக​லை பதிப்பகம் ,1984,10.00,தொழில்,
5437,,5437,ரப்பர் ஸ்டாம்ப் செய்வது எப்படி,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1994,19.00,தொழில்,
5438,,5438,வங்கிகளில் கடன் பெறுவது எப்படி ?,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1996,19.00,தொழில்,
5439,,5439,பாதுகாப்பாக வீடு கட்டுவது எப்படி,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1990,9.00,தொழில்,
5440,,5440,வீடுகளில் நீர்க்கசிவு தடுப்பது எப்படி,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1994,13.00,தொழில்,
5441,,5441,வீடுகளுக்கான பிளான்,தமிழ்வாணன் ,மணி​மேக​லை பதிப்பகம் ,1995,30.00,தொழில்,
5442,,5442,இனி விதைகளே  பேராயுதம்,நம்மாழ்வார்,இயல்வா​கை,2012,18.00,தொழில்,
5443,,5443,வரவு காக்கும் வணிகம்,நல்லிகுப்புசாமி செட்டியார்,Brain Bank ,2004,50.00,தொழில்,
5445,,5445,தொலைக்காட்சி உலகம்,பவா.சமத்துவம்,புதுயுகம் ​செய்மு​றை ,2007,300.00,தொழில்,
5448,,5448,இலக்கிய சித்திரங்களும் கொஞ்சம் சினிமாவும்,பூ.ஞானசம்பந்தம்,விகடன் பதிப்பகம் ,2009,85.00,தொழில்,
5449,,5449,"ஆடு, மாடு, பண்ணைகளை பராமரிப்பது எப்படி",மணிமேகலை,மணி​மேக​லை பதிப்பகம் ,1983,8.00,தொழில்,
5450,,5450,பழங்காலத் தமிழர் வணிகம் சங்ககாலம் ,மயிலைசீனி.வேங்கடசாமி,நியு​செஞ்சுரி புக் ஹவுஸ்,2011,80.00,மொழியியல்,
5451,,5451,ட்ரான் சிஸ்டர் ரிபேரிங்,மின்னனு,பாலாஜி பப்ளிஷர்ஸ் ,1995,7.00,தொழில்,
5452,,5452,மொபெட் & மோட்டார் சைக்கிள் மெக்கானிசம் ,மின்ன்னு,பாலாஜி பப்ளிகேஷன்,1986,12.00,தொழில்,
5453,,5453,படுகளம் ,முத்துவேலழகன்,கார்முகில் பதிப்பகம் ,2011,100.00,பொது அறிவு,
5454,,5454,பிசினஸ் மகா மகா ராஜாக்கள்,ரஞ்சனா,குமுதம் புதுத்தகம் ,2004,60.00,வாழ்க்கை வரலாறு,
5455,,5455,அழகிய எழுத்துக்கள் எழுதுவது எப்படி?,ரவி ராஜ்,,,30.00,தொழில்,
5456,,5456,விளம்பரம் செய்வது எப்படி ,ரவிராஜ்,நியு​செஞ்சுரி புக் ஹவுஸ்,1988,9.00,தொழில்,
5457,,5457,செலவைக் குறைப்பது எப்படி,ரிச்சர்ட்டெம்ப்ளேர்,Pearson ,2010,100.00,பொது அறிவு,
5459,,5459,கோவணாண்டி கடிதங்கள் -2,விகடன் பிரசுரம்,விகடன் பதிப்பகம் ,2010,70.00,பொது அறிவு,
5460,,5460,தமிழ் சினிமாவின் பரிமாணங்கள்,விட்டால் ராவ் ,நிழல் பதிப்பகம் ,2003,100.00,பொது அறிவு,
5461,,5461,ஒரு பொருளாதார அடியாள் ஒப்புதல் வாக்குமூலம்,ஜான் பெர்கின்ஸ் ,விடியல் பதிப்பகம் ,2008,,பொது அறிவு,
5462,,5462,களவுத்  தொழிற்சாலை ,ஜெ.பிஸ்மி,சாரு பிரியா பப்ளி​கேஷன்ஸ்,2006,60.00,பொது அறிவு,
5463,,5463,எழுத்தச்சியல்  (பகுதி 1 & 2 ),,க​லைமணி கல்வி டிரஸ்ட் ,1980,,தொழில்,
5465,,5465,பிரபலமானவர்களின் விலாசங்கள்,,மணி​மேக​லை பதிப்பகம் ,2002,120.00,பொது அறிவு,
5466,,5466,கவின்மிகு கைவினைப் பொருட்கள் - செய்முறையும் விளக்கமும்,ஷில்பா சற்குணம்,நர்மதா,2012,100.00,தொழில்,
5500,,5500,ரிஸர்வேசன்  ரைட் பார் SC/ST,அம்பேத்கர்,All India P&T SC/ST ,2009,300.00,சட்டம்,
5502,,5502,கூலி கொடுப்பு சட்டம் 1936,இரத்தினசபாபதி,​தொழிலாளர் கல்வி ,,,சட்டம்,
5503,,5503,மனித உரிமைகள் ,இராஜ முத்திருளாண்டி,நியு​செஞ்சுரி புக் ஹவுஸ்,2009,85.00,சட்டம்,
5504,,5504,சோவியத் தொழிற்சங்கங்கள் ,எம்.கல்யாணசுந்தரம் ,ஏ.எஸ்.​கே.நி​னைவு,1982,8.00,சட்டம்,
5505,,5505,நீதிமன்ற நினைவுகள்,எஸ்.மகராஜன்,வானதி பதிப்பகம் ,1984,7.00,சட்டம்,
5506,,5506,குறைதீர்க்கும் முறை ,கே.ஆர்.கம்போர்,​தொழிலாளர் கல்வி ,1987,,சட்டம்,
5507,,5507,இந்திய தொழிற்சங்க இயக்கம் ,கே.எம்.மாத்யூ,​தொழிலாளர் கல்வி ,1989,,சட்டம்,
5509,,5509,அம்பேத்கரும் தலித் மனித உரி​மை போராட்டமும்,சி .என்.குமாரசாமி,தமிழ்ப் புத்தகாலயம் ,2001,122.00,அரசியல்,
5510,,5510,தகவல் பெறும் உரிமைச்சட்டம்,சிவா.இளங்கோ,மக்கள் சக்தி பதிப்பகம் ,2009,100.00,சட்டம்,
5511,,5511,நீங்களும் கோர்ட்டில் வாதாடலாம்,செந்தமிழ்க்கிழார்,புதும​லர் புத்தக ஆலயம் ,2001,10.00,சட்டம்,
5512,,5512,வழக்கறினாரால் பாதிப்பா ?,செந்தமிழ்க்கிழார்,புதும​லர் புத்தக ஆலயம் ,2001,20.00,சட்டம்,
5513,,5513,வழக்கறினாரால் பாதிப்பா ?,செந்தமிழ்க்கிழார்,புதும​லர் புத்தக ஆலயம் ,2001,20.00,சட்டம்,
5517,,5517,முப்படை வீரர்களுக்கான சட்டம்,தமிழ்வாணன்,மணி​மேக​லை பதிப்பகம் ,1988,14.00,சட்டம்,
5519,,5519,இந்திய சாட்சிய சட்டம் ,நடராசன்,பாலாஜி பப்ளி​​கேஷன்ஸ் ,2000,18.00,சட்டம்,
5520,,5520,இந்திய தண்டனை சட்டம்,நடராசன்,பாலாஜி பப்ளி​​கேஷன்ஸ் ,2005,40.00,சட்டம்,
5521,,5521,காவல் சட்டங்கள்,நடராசன்,பாலாஜி பப்ளி​​கேஷன்ஸ் ,2005,20.00,சட்டம்,
5522,,5522,குற்ற விசாரணை முறைச்சட்டம்,நடராசன்,பாலாஜி பப்ளி​​கேஷன்ஸ் ,2002,70.00,சட்டம்,
5523,,5523,வெற்றிக்கான விதிகள் ,நெப்போலியன் ,பி.வி. பப்ளி​கேஷன்ஸ்,2009,110.00,தன்முன்னேற்ற நூல்கள்,
5524,,5524,தொழிலாளர் சட்ட கையேடு ,ப.விருத்தகிரி,நியு​செஞ்சுரி புக் ஹவுஸ்,1975,,சட்டம்,
5527,,5527,நிர்வாக விதிகள் ,ரிச்சர்டு,Pearson ,2007,150.00,சட்டம்,
5529,,5529,இந்திய தத்துவ இயல் ,வின்.என்.ராகவன்,அ​லைகள் ​வெளியீடு,2007,125.00,சட்டம்,
5530,,5530,சென்னை பெருநகர தொழிற்சங்க வரலாறு ,வீரராகவன்,அ​லைகள் ​வெளியீடு,2003,150.00,அரசியல்,
5531,,5531,இந்திய அரசியலமைப்பு சட்டம்,வெங்கடாச்சலம்,தாம​ரை பப்ளி​கேஷன்ஸ்,2005,140.00,சட்டம்,
5534,,5534,"தொழிலாக நல்வாழ்வும், பாதுக்காப்பும் ",,​தொழிலாளர் கல்வி ,1989,,சட்டம்,
5535,,5535,தொழிற்சங்க கூட்டங்கள் ,,​தொழிலாளர் கல்வி ,1989,,சட்டம்,
5540,,5540,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 3,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,145.00,சட்டம்,
5541,,5541,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 4,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,1994,140.00,சட்டம்,
5542,,5542,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 5,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,1994,140.00,சட்டம்,
5543,,5543,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 6,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,110.00,சட்டம்,
5544,,5544,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 7,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,155.00,சட்டம்,
5545,,5545,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 8,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,140.00,சட்டம்,
5546,,5546,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 9,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,1999,110.00,சட்டம்,
5547,,5547,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 10,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,140.00,சட்டம்,
5548,,5548,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 11,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,140.00,சட்டம்,
5549,,5549,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 12,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,,140.00,சட்டம்,
5550,,5550,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 13,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,140.00,சட்டம்,
5551,,5551,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 14,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,110.00,சட்டம்,
5552,,5552,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 15,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2008,140.00,சட்டம்,
5553,,5553,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 16,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,1999,140.00,சட்டம்,
5554,,5554,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 17,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,1999,110.00,சட்டம்,
5555,,5555,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 18,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2000,140.00,சட்டம்,
5556,,5556,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 19,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2000,105.00,சட்டம்,
5557,,5557,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 20,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2000,140.00,சட்டம்,
5558,,5558,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 21,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2000,140.00,சட்டம்,
5560,,5560,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 23,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2001,105.00,சட்டம்,
5561,,5561,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 24,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2001,140.00,சட்டம்,
5562,,5562,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 25,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2000,105.00,சட்டம்,
5563,,5563,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 26,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2002,140.00,சட்டம்,
5564,,5564,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 27,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2002,140.00,சட்டம்,
5565,,5565,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 28,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2002,140.00,சட்டம்,
5566,,5566,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 29,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2002,140.00,சட்டம்,
5567,,5567,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 30,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2002,140.00,சட்டம்,
5568,,5568,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 31,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2002,140.00,சட்டம்,
5569,,5569,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 32,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2003,140.00,சட்டம்,
5570,,5570,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 33,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2003,140.00,சட்டம்,
5571,,5571,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 34,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2003,140.00,சட்டம்,
5572,,5572,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 35,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2005,140.00,சட்டம்,
5573,,5573,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 36,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2005,140.00,சட்டம்,
5574,,5574,அம்பேத்கர் அரசியல் சாசனம் தொகுப்பு - 37,அம்​பேத்கர் ,இந்திய அரசு ​வெளியீடு ,2005,140.00,சட்டம்,
5575,,5575,இதையெல்லாம் நீங்க கண்டிப்பா தெரிஞ்சிக்கணும்,வழக்கறிஞர்.சி.பி.சரவணன்,வி​வேக் என்டர்பி​ரைஸிஸ் ,2016,120.00,சட்டம்,
5576,,5576,மோட்டார் வாகன சட்டம்,வழக்கறிஞர்.வி.யுவராஜ்,விகடன் பிரசுரம்,2016,125.00,சட்டம்,
5577,,5577,சட்டப் புத்தகம்,வழக்கறிஞர்.சி.பி.சரவணன்,Vivek Enterprises,2014,100.00,சட்டம்,
5578,,5578,காவிரி ஒப்பந்தம்,வழக்கறிஞர்.சி.பி.சரவணன்,We Can Books,2018,170.00,அரசியல்,
5579,,5579,சட்டத்தால் யுத்தம் செய்,நீதிபதி கே.சந்துரு,விகடன் பிரசுரம்,2017,135.00,சட்டம்,
5580,,5580,தகவல் அறியும் உரிமைச் சட்டம்,எஸ்.ஏ.எம்.பரக்கத் அலி,விகடன் பிரசுரம்,2016,125.00,சட்டம்,
5581,,5581,பாதுகாப்பாக வாகனம் ஓட்டுவது எப்படி,ஆர்.பி.ஜெயபிரபு,​ஜெமினி பதிப்பகம் ,2007,70.00,சட்டம்,
5582,,5582,தொழிலாளர்கள் நலச்சட்டங்கள்,சேசாசலம்,நர்மதா,2015,80.00,சட்டம்,
5583,,5583,இந்திய அரசியலமைப்புச் சட்டங்கள்,சி.எஸ்.தேவ்நாத்,நர்மதா,2017,300.00,சட்டம்,
5584,,5584,​சோவியத் அரசியல் சட்டம் ,​​சோ.​​சோ.கு.யூ,அயல்​மொழி பதிப்பகம்,,,சட்டம்,
5585,,5585,பாதி நீதியும் நீதி பாதியும்,கே.சந்துரு,தமிழ் திசை,2019,225.00,சட்டம்,
5586,,5586,வீடு நிலம் சொத்து சட்டங்கள்,வைதேகி பாலாஜி,கிழக்கு வெளியீடு,2018,200.00,சட்டம்,
5600,,5600,கலாச்சாரத்தில் வன்முறை,அ.மார்க்ஸ்,அ​டையாளம் ,2001,85.00,பொது அறிவு,
5603,,5603,அயோத்திதாசர் சிந்தனைகள் - 1,அலாய்சியஸ்,நாட்டார் வழக்காற்றியல் ஆய்வு​மையம் ,1999,300.00,அரசியல்,
5604,,5604,அயோத்திதாசர் சிந்தனைகள் - 2,அலாய்சியஸ்,நாட்டார் வழக்காற்றியல் ஆய்வு​மையம் ,1999,300.00,அரசியல்,
5605,,5605,புராண மதங்கள்,அறிஞர் அண்ணா,பாரதி நி​லையம் ,1996,12.00,அரசியல்,
5606,,5606,என்று நாம் புதிதாய் பிறப்போம்,அறிவுச்சுடர்,புவியரசி பதிப்பகம் ,1989,13.00,பொது அறிவு,
5608,,5608,ஒன்றே குலம் ஒருவனே தேவன்,ஆர்.எம்.வீ,க​லைவாணி புத்தகாலயம் ,1986,36.00,பொது அறிவு,
5609,,5609,சங்கீத சாரம்,ஆர்.வி.கிருஷ்ணன்,இசை த​கவல் ​தொடர்பு நி​லையம்,1992,18.00,பொது அறிவு,
5610,,5610,நாவல் நல்லுரைகள்,இராமதாசு,வானதி ,1975,2.00,பொது அறிவு,
5611,,5611,முதல் சுதந்திர தின விழா,கு.ஜெயலட்சுமி,சஞ்சீவியார் ,1992,20.00,பொது அறிவு,
