sno,present,custom_number,name,author,publisher,publishing_year,price,categories,
5613,,5613,கருத்து குவியல்,எம்.பக்தவச்சலம்,பழனியப்பா பிரதர்ஸ் ,1966,6.50,பொது அறிவு,
5614,,5614,சாத்திர பேய்களும் சாதிக் கதைகளும்,எம்.வி.சுந்தரம்,நியூ​செஞ்சூரி ,1982,5.00,பொது அறிவு,
5615,,5615,மதுவும் மனித இனமும்,எஸ்.நவநீதகிருஷ்ணன்,கண்ணதாசன் ,1993,40.00,பொது அறிவு,
5617,,5617,சங்கீத கான போதினி ,ஏ.சுந்தரம் ,மியுசிக் புக் பப்ளி,2001,100.00,பொது அறிவு,
5619,,5619,ஞானிகளின் தோட்டம்,கவி புவியரசு,கண்ணதாசன் ,1998,24.00,பொது அறிவு,
5620,,5620,பொன்மணி புதையல்,கவி.புவியரசு,கண்ணதாசன் ,1999,28.00,பொது அறிவு,
5621,,5621,பார்வைகள்,கனிமொழி கருணாநிதி,திருமாள் ,1997,35.00,பொது அறிவு,
5622,,5622,சுலபமாக நீச்சல் கற்றுக்கொள்ளுங்கள்,இரா.பூபதி,வசந்தா பிரசுரம் ,1983,4.50,பொது அறிவு,
5624,,5624,வம்பு பேச்சு,கி.சாவித்ரி அம்மாள்,க​​லைமகள் காரியாலயம் ,1952,1.00,பொது அறிவு,
5625,,5625,வீடுகட்ட பணம் வேண்டுமா ?,ஆ.அயூப்,நவமணி ,1986,9.00,பொது அறிவு,
5627,,5627,வங்கக்கடலில் ஆதிவாசிகள்,குலமங்கள செல்வராசன்,குலமங்களம் ,1994,30.00,பொது அறிவு,
5628,,5628,"மது, மங்கை, மேதை ",குஷ்வந்த்சிங்,கண்ணதாசன் ,2001,36.00,பொது அறிவு,
5629,,5629,ஆங்கிலம் தமிழ் அகராதி ,கே.அப்பாத்துரை,திரு​நெல்​வேலி ​​தெ.​சை.சி.நூ.கழகம் ,2002,120.00,பொது அறிவு,
5630,,5630,இயந்திரம் என் சேவகன்,கே.எம்.ரங்கசாமி,​ஜோதி நி​லையம் ,1965,1.00,பொது அறிவு,
5631,,5631,கலைஞர் முதல் கலாப்ரியா வரை (நேர்காணல்),கோமல்சுவாமிநாதன்,நர்மதா பதிப்பகம் ,1997,200.00,பொது அறிவு,
5632,,5632,தமிழில் விடுகதைகள்,ச.வே.சுப்பிரமணியன்,உலக தமிழாரய்ச்சி நிறுவனம் ,1975,12.00,பொது அறிவு,
5634,,5634,இன்று ஒரு தகவல்,சி.எம்.இரத்தினசாமி,க​லைவாணி புத்தகாலயம் ,1990,22.00,பொது அறிவு,
5636,,5636,கற்றதும் பெற்றதும்,சுஜாதா,விசா பப்ளி ,2001,78.00,பொது அறிவு,
5638,,5638,உண்மைகளின் ஊர்வலம்,செ.அரிமா,திலகவதி ,1996,25.00,பொது அறிவு,
5639,,5639,தண்முக ஓவியம்,செ.ஆர்.ரவீந்திரன்,கண்ணதாசன் ,1999,28.00,பொது அறிவு,
5640,,5640,கதை சொல்லும் கடிதங்கள்,செந்தமிழ்க்கிழார்,புதுமலர் புத்தகாலயம் ,1999,,பொது அறிவு,
5642,,5642,அண்ணல் காந்தியின் அன்பு நெறி,சேஷகிரி,ருத்ரா பதிப்பகம் ,1968,1.00,பொது அறிவு,
5643,,5643,கலகக்காரர்களும் எதிர்கதையாடல்களும்,டி.தருமராஜ்,கல்லாத்தி ,2001,230.00,பொது அறிவு,
5644,,5644,அதிவீரராம பாண்டியனின் அறநெறி,தங்க வயல் லோகிதாசன்,தங்கவயல் பதிப்பகம் ,1991,12.00,பொது அறிவு,
5645,,5645,அமெரிக்கா காந்தி ஆபிரகாம் லிஙகன்,தங்க வயல் லோகிதாசன்,ஓரி நி​லையம் ,1990,9.00,பொது அறிவு,
5647,,5647,உலகமகா ஓவியங்கள்,தங்க வயல் லோகிதாசன்,ஓரி நி​லையம் ,1995,24.00,பொது அறிவு,
5650,,5650,ராதாகிருஷ்ணன் பேருரைகள்,திரவியம்,பழனியப்பா பிரதர்ஸ் ,1963,11.00,பொது அறிவு,
5651,,5651,முடியா ? காதலா ? சீர்திருத்தமா ?,திரு.வி.க,பாரி நி​லையம் ,1968,16.00,பொது அறிவு,
5654,,5654,பெரியாரியல்,தெ.கோ.சாமிநாதன்,திருமகள் நி​லையம் ,1996,18.00,அரசியல்,
5655,,5655,மேதைகள் வாழ்வில் சுவையான நிகழ்ச்சிகள்,தெ.ப.பெருமாள்,வானதி பதிப்பகம் ,1970,1.75,பொது அறிவு,
5656,,5656,நக்கீரன் இயர்புக் 2010,நக்கீரன்,நக்கீரன்,,100.00,பொது அறிவு,
5658,,5658,ஓவியக்கலை ,நா.முகம்மது செரீபு,தமிழக அரசின் வளர்ச்சித் து​றை,1980,5.00,பொது அறிவு,
5660,,5660,பெண்களுக்கான பல்சுவைமலர் ,நிரஞ்சனா ,குமரன் பதிப்பகம் ,2000,200.00,பொது அறிவு,
5661,,5661,எண்ண அலைகள்,நீ.து.சுந்தரவடிவேலு,முருகன் கம்​பெனி ,1964,2.40,பொது அறிவு,
5663,,5663,மகாத்மாவின் மணிமொழிகள்,பாமரன்,கீதா பிரசுரம் பிரஸ் ,1995,10.00,பொது அறிவு,
5664,,5664,உளவாளிகளும் உளவு பார்த்தலும்,பி.சி.கணேசன்,நர்மதா பதிப்பகம் ,1986,15.00,பொது அறிவு,
5665,,5665,உள்ளக் கடலின் உணர்வலைகள்,பூவை அமுதன்,கவிதா பப்ளி​கேஷன் ,1994,18.00,பொது அறிவு,
5666,,5666,அர்த்தமற்ற இந்துமதம் - 2,மஞ்சை.வசந்தன்,திராவிடர் கழக ​​வெளியீடு ,1997,27.00,அரசியல்,
5668,,5668,தமிழ்நாட்டு கலைகள்,மஞ்சை.வசந்தன்,தங்கவயல் பதிப்பகம் ,1994,25.00,மொழியியல்,
5669,,5669,கடிதங்கள் (சகோதிரிகளுக்கு),மஹாத்மா காந்தி,தமிழ்நாடு காந்தி நி​னைவு நிதி ,1964,1.50,பொது அறிவு,
